venta_id,timestamp,timestamp_iso,producto_id,producto,cantidad,precio_unitario,total,descuento,total_neto,monto_descuento
891,2026-04-18 20:34:18+00:00,2026-04-18T20:34:18Z,P007,Galletas,3,1.6,4.8,0.08,4.42,0.38
1126,2026-04-18 20:35:20+00:00,2026-04-18T20:35:20Z,P006,Queso,1,4.5,4.5,0.05,4.27,0.23
347,2026-04-18 20:38:34+00:00,2026-04-18T20:38:34Z,P001,Café,2,2.5,5.0,0.0,5.0,0.0
326,2026-04-18 20:39:08+00:00,2026-04-18T20:39:08Z,P007,Galletas,1,1.6,1.6,0.13,1.39,0.21
126,2026-04-18 20:39:34+00:00,2026-04-18T20:39:34Z,P001,Café,3,2.5,7.5,0.11,6.68,0.82
112,2026-04-18 20:39:52+00:00,2026-04-18T20:39:52Z,P007,Galletas,3,1.6,4.8,0.07,4.46,0.34
1107,2026-04-18 20:39:54+00:00,2026-04-18T20:39:54Z,P006,Queso,2,4.5,9.0,0.13,7.83,1.17
230,2026-04-18 20:41:02+00:00,2026-04-18T20:41:02Z,P005,Arroz,2,2.1,4.2,0.09,3.82,0.38
808,2026-04-18 20:41:05+00:00,2026-04-18T20:41:05Z,P004,Huevos,1,3.9,3.9,0.19,3.16,0.74
260,2026-04-18 20:42:33+00:00,2026-04-18T20:42:33Z,P005,Arroz,1,2.1,2.1,0.15,1.78,0.32
536,2026-04-18 20:43:59+00:00,2026-04-18T20:43:59Z,P005,Arroz,3,2.1,6.3,0.05,5.98,0.32
535,2026-04-18 20:44:56+00:00,2026-04-18T20:44:56Z,P008,Jugo,1,2.9,2.9,0.18,2.38,0.52
901,2026-04-18 20:45:45+00:00,2026-04-18T20:45:45Z,P006,Queso,2,4.5,9.0,0.01,8.91,0.09
1181,2026-04-18 20:46:01+00:00,2026-04-18T20:46:01Z,P006,Queso,3,4.5,13.5,0.11,12.02,1.48
854,2026-04-18 20:46:57+00:00,2026-04-18T20:46:57Z,P003,Leche,1,1.8,1.8,0.08,1.66,0.14
624,2026-04-18 20:48:03+00:00,2026-04-18T20:48:03Z,P001,Café,1,2.5,2.5,0.05,2.38,0.12
1179,2026-04-18 20:49:09+00:00,2026-04-18T20:49:09Z,P003,Leche,1,1.8,1.8,0.01,1.78,0.02
932,2026-04-18 20:50:55+00:00,2026-04-18T20:50:55Z,P006,Queso,4,4.5,18.0,0.16,15.12,2.88
761,2026-04-18 20:51:36+00:00,2026-04-18T20:51:36Z,P003,Leche,1,1.8,1.8,0.0,1.8,0.0
1116,2026-04-18 20:53:05+00:00,2026-04-18T20:53:05Z,P008,Jugo,3,2.9,8.7,0.11,7.74,0.96
340,2026-04-18 20:53:45+00:00,2026-04-18T20:53:45Z,P006,Queso,2,4.5,9.0,0.19,7.29,1.71
936,2026-04-18 20:54:32+00:00,2026-04-18T20:54:32Z,P003,Leche,1,1.8,1.8,0.03,1.75,0.05
722,2026-04-18 20:54:55+00:00,2026-04-18T20:54:55Z,P006,Queso,1,4.5,4.5,0.04,4.32,0.18
961,2026-04-18 20:56:02+00:00,2026-04-18T20:56:02Z,P001,Café,5,2.5,12.5,0.12,11.0,1.5
770,2026-04-18 20:56:26+00:00,2026-04-18T20:56:26Z,P005,Arroz,1,2.1,2.1,0.1,1.89,0.21
1172,2026-04-18 20:56:52+00:00,2026-04-18T20:56:52Z,P001,Café,4,2.5,10.0,0.13,8.7,1.3
682,2026-04-18 20:57:54+00:00,2026-04-18T20:57:54Z,P007,Galletas,2,1.6,3.2,0.16,2.69,0.51
1001,2026-04-18 21:00:51+00:00,2026-04-18T21:00:51Z,P002,Pan,3,1.2,3.6,0.03,3.49,0.11
668,2026-04-18 21:02:35+00:00,2026-04-18T21:02:35Z,P007,Galletas,1,1.6,1.6,0.06,1.5,0.1
373,2026-04-18 21:02:38+00:00,2026-04-18T21:02:38Z,P003,Leche,2,1.8,3.6,0.06,3.38,0.22
261,2026-04-18 21:03:30+00:00,2026-04-18T21:03:30Z,P007,Galletas,1,1.6,1.6,0.01,1.58,0.02
442,2026-04-18 21:05:22+00:00,2026-04-18T21:05:22Z,P008,Jugo,2,2.9,5.8,0.18,4.76,1.04
1120,2026-04-18 21:06:06+00:00,2026-04-18T21:06:06Z,P004,Huevos,1,3.9,3.9,0.16,3.28,0.62
999,2026-04-18 21:06:13+00:00,2026-04-18T21:06:13Z,P007,Galletas,2,1.6,3.2,0.14,2.75,0.45
1042,2026-04-18 21:09:30+00:00,2026-04-18T21:09:30Z,P001,Café,1,2.5,2.5,0.0,2.5,0.0
133,2026-04-18 21:12:53+00:00,2026-04-18T21:12:53Z,P001,Café,2,2.5,5.0,0.17,4.15,0.85
1173,2026-04-18 21:14:09+00:00,2026-04-18T21:14:09Z,P006,Queso,3,4.5,13.5,0.15,11.48,2.02
685,2026-04-18 21:15:18+00:00,2026-04-18T21:15:18Z,P005,Arroz,3,2.1,6.3,0.09,5.73,0.57
628,2026-04-18 21:17:05+00:00,2026-04-18T21:17:05Z,P006,Queso,1,4.5,4.5,0.15,3.82,0.68
884,2026-04-18 21:18:28+00:00,2026-04-18T21:18:28Z,P003,Leche,1,1.8,1.8,0.09,1.64,0.16
320,2026-04-18 21:19:35+00:00,2026-04-18T21:19:35Z,P007,Galletas,2,1.6,3.2,0.05,3.04,0.16
561,2026-04-18 21:20:18+00:00,2026-04-18T21:20:18Z,P008,Jugo,4,2.9,11.6,0.02,11.37,0.23
7,2026-04-18 21:21:06+00:00,2026-04-18T21:21:06Z,P002,Pan,1,1.2,1.2,0.05,1.14,0.06
323,2026-04-18 21:21:49+00:00,2026-04-18T21:21:49Z,P008,Jugo,1,2.9,2.9,0.01,2.87,0.03
374,2026-04-18 21:23:28+00:00,2026-04-18T21:23:28Z,P002,Pan,2,1.2,2.4,0.07,2.23,0.17
651,2026-04-18 21:25:32+00:00,2026-04-18T21:25:32Z,P005,Arroz,2,2.1,4.2,0.15,3.57,0.63
725,2026-04-18 21:25:37+00:00,2026-04-18T21:25:37Z,P002,Pan,1,1.2,1.2,0.14,1.03,0.17
731,2026-04-18 21:25:54+00:00,2026-04-18T21:25:54Z,P001,Café,1,2.5,2.5,0.17,2.07,0.43
545,2026-04-18 21:27:11+00:00,2026-04-18T21:27:11Z,P007,Galletas,1,1.6,1.6,0.14,1.38,0.22
1192,2026-04-18 21:28:55+00:00,2026-04-18T21:28:55Z,P008,Jugo,2,2.9,5.8,0.05,5.51,0.29
529,2026-04-18 21:29:36+00:00,2026-04-18T21:29:36Z,P004,Huevos,5,3.9,19.5,0.11,17.36,2.14
1018,2026-04-18 21:29:43+00:00,2026-04-18T21:29:43Z,P008,Jugo,3,2.9,8.7,0.09,7.92,0.78
860,2026-04-18 21:32:54+00:00,2026-04-18T21:32:54Z,P008,Jugo,3,2.9,8.7,0.16,7.31,1.39
909,2026-04-18 21:33:04+00:00,2026-04-18T21:33:04Z,P003,Leche,1,1.8,1.8,0.1,1.62,0.18
918,2026-04-18 21:34:34+00:00,2026-04-18T21:34:34Z,P001,Café,2,2.5,5.0,0.05,4.75,0.25
939,2026-04-18 21:35:29+00:00,2026-04-18T21:35:29Z,P002,Pan,1,1.2,1.2,0.13,1.04,0.16
1122,2026-04-18 21:35:47+00:00,2026-04-18T21:35:47Z,P007,Galletas,2,1.6,3.2,0.19,2.59,0.61
727,2026-04-18 21:41:20+00:00,2026-04-18T21:41:20Z,P003,Leche,2,1.8,3.6,0.04,3.46,0.14
1058,2026-04-18 21:44:47+00:00,2026-04-18T21:44:47Z,P002,Pan,1,1.2,1.2,0.18,0.98,0.22
102,2026-04-18 21:47:10+00:00,2026-04-18T21:47:10Z,P002,Pan,1,1.2,1.2,0.0,1.2,0.0
1056,2026-04-18 21:47:37+00:00,2026-04-18T21:47:37Z,P008,Jugo,1,2.9,2.9,0.05,2.76,0.14
921,2026-04-18 21:47:43+00:00,2026-04-18T21:47:43Z,P003,Leche,1,1.8,1.8,0.05,1.71,0.09
397,2026-04-18 21:49:36+00:00,2026-04-18T21:49:36Z,P005,Arroz,2,2.1,4.2,0.15,3.57,0.63
439,2026-04-18 21:50:46+00:00,2026-04-18T21:50:46Z,P005,Arroz,1,2.1,2.1,0.19,1.7,0.4
441,2026-04-18 21:51:09+00:00,2026-04-18T21:51:09Z,P005,Arroz,1,2.1,2.1,0.15,1.78,0.32
187,2026-04-18 21:52:48+00:00,2026-04-18T21:52:48Z,P001,Café,1,2.5,2.5,0.07,2.32,0.18
181,2026-04-18 21:53:55+00:00,2026-04-18T21:53:55Z,P001,Café,5,2.5,12.5,0.18,10.25,2.25
448,2026-04-18 21:56:30+00:00,2026-04-18T21:56:30Z,P008,Jugo,2,2.9,5.8,0.07,5.39,0.41
19,2026-04-18 21:56:45+00:00,2026-04-18T21:56:45Z,P006,Queso,1,4.5,4.5,0.05,4.27,0.23
29,2026-04-18 21:56:46+00:00,2026-04-18T21:56:46Z,P005,Arroz,4,2.1,8.4,0.18,6.89,1.51
821,2026-04-18 21:57:20+00:00,2026-04-18T21:57:20Z,P004,Huevos,1,3.9,3.9,0.13,3.39,0.51
93,2026-04-18 22:07:24+00:00,2026-04-18T22:07:24Z,P004,Huevos,1,3.9,3.9,0.14,3.35,0.55
254,2026-04-18 22:08:34+00:00,2026-04-18T22:08:34Z,P005,Arroz,2,2.1,4.2,0.13,3.65,0.55
385,2026-04-18 22:08:39+00:00,2026-04-18T22:08:39Z,P002,Pan,1,1.2,1.2,0.2,0.96,0.24
681,2026-04-18 22:09:45+00:00,2026-04-18T22:09:45Z,P005,Arroz,1,2.1,2.1,0.09,1.91,0.19
1131,2026-04-18 22:13:54+00:00,2026-04-18T22:13:54Z,P006,Queso,1,4.5,4.5,0.17,3.74,0.76
204,2026-04-18 22:15:36+00:00,2026-04-18T22:15:36Z,P007,Galletas,1,1.6,1.6,0.14,1.38,0.22
437,2026-04-18 22:19:49+00:00,2026-04-18T22:19:49Z,P005,Arroz,2,2.1,4.2,0.17,3.49,0.71
899,2026-04-18 22:20:35+00:00,2026-04-18T22:20:35Z,P001,Café,1,2.5,2.5,0.09,2.28,0.22
647,2026-04-18 22:23:59+00:00,2026-04-18T22:23:59Z,P006,Queso,1,4.5,4.5,0.14,3.87,0.63
715,2026-04-18 22:24:22+00:00,2026-04-18T22:24:22Z,P003,Leche,1,1.8,1.8,0.11,1.6,0.2
777,2026-04-18 22:28:49+00:00,2026-04-18T22:28:49Z,P006,Queso,1,4.5,4.5,0.06,4.23,0.27
485,2026-04-18 22:29:43+00:00,2026-04-18T22:29:43Z,P007,Galletas,1,1.6,1.6,0.04,1.54,0.06
1090,2026-04-18 22:30:24+00:00,2026-04-18T22:30:24Z,P005,Arroz,4,2.1,8.4,0.12,7.39,1.01
36,2026-04-18 22:34:49+00:00,2026-04-18T22:34:49Z,P003,Leche,1,1.8,1.8,0.02,1.76,0.04
501,2026-04-18 22:35:33+00:00,2026-04-18T22:35:33Z,P003,Leche,1,1.8,1.8,0.18,1.48,0.32
1017,2026-04-18 22:36:30+00:00,2026-04-18T22:36:30Z,P004,Huevos,2,3.9,7.8,0.03,7.57,0.23
12,2026-04-18 22:54:14+00:00,2026-04-18T22:54:14Z,P002,Pan,1,1.2,1.2,0.01,1.19,0.01
236,2026-04-18 22:55:43+00:00,2026-04-18T22:55:43Z,P007,Galletas,4,1.6,6.4,0.02,6.27,0.13
744,2026-04-18 22:57:30+00:00,2026-04-18T22:57:30Z,P001,Café,1,2.5,2.5,0.19,2.03,0.47
1031,2026-04-18 22:58:32+00:00,2026-04-18T22:58:32Z,P005,Arroz,1,2.1,2.1,0.07,1.95,0.15
605,2026-04-18 23:06:47+00:00,2026-04-18T23:06:47Z,P004,Huevos,1,3.9,3.9,0.03,3.78,0.12
324,2026-04-18 23:09:04+00:00,2026-04-18T23:09:04Z,P005,Arroz,3,2.1,6.3,0.01,6.24,0.06
1089,2026-04-18 23:12:29+00:00,2026-04-18T23:12:29Z,P002,Pan,1,1.2,1.2,0.01,1.19,0.01
492,2026-04-18 23:14:52+00:00,2026-04-18T23:14:52Z,P006,Queso,2,4.5,9.0,0.14,7.74,1.26
225,2026-04-18 23:18:01+00:00,2026-04-18T23:18:01Z,P007,Galletas,1,1.6,1.6,0.13,1.39,0.21
169,2026-04-18 23:19:36+00:00,2026-04-18T23:19:36Z,P001,Café,2,2.5,5.0,0.14,4.3,0.7
222,2026-04-18 23:19:40+00:00,2026-04-18T23:19:40Z,P007,Galletas,2,1.6,3.2,0.15,2.72,0.48
606,2026-04-18 23:28:16+00:00,2026-04-18T23:28:16Z,P006,Queso,3,4.5,13.5,0.01,13.36,0.14
953,2026-04-18 23:30:41+00:00,2026-04-18T23:30:41Z,P003,Leche,1,1.8,1.8,0.12,1.58,0.22
23,2026-04-18 23:32:31+00:00,2026-04-18T23:32:31Z,P002,Pan,2,1.2,2.4,0.07,2.23,0.17
712,2026-04-18 23:33:22+00:00,2026-04-18T23:33:22Z,P004,Huevos,4,3.9,15.6,0.16,13.1,2.5
68,2026-04-18 23:41:33+00:00,2026-04-18T23:41:33Z,P001,Café,2,2.5,5.0,0.16,4.2,0.8
1160,2026-04-18 23:44:44+00:00,2026-04-18T23:44:44Z,P001,Café,1,2.5,2.5,0.18,2.05,0.45
1191,2026-04-18 23:48:13+00:00,2026-04-18T23:48:13Z,P002,Pan,1,1.2,1.2,0.01,1.19,0.01
803,2026-04-18 23:52:12+00:00,2026-04-18T23:52:12Z,P006,Queso,2,4.5,9.0,0.17,7.47,1.53
